日付,プレーヤー,分類,タイトル,出典,要約,本文,リンク
2026-06-17,Microsoft / Anthropic,提携,"Microsoft「Copilot Cowork」グローバルGA — Anthropic Claude搭載、Fortune 500の半数超が採用",Windows News,"MicrosoftがAnthropicのClaudeを活用したエンタープライズAIエージェントを世界全体でGA、Fortune 500の50%超が既に採用済みで従量課金制に移行","MicrosoftはAnthropicの大規模言語モデルを基盤技術として採用したエンタープライズAIエージェント「Copilot Cowork for Microsoft 365」を全世界でGA開始した。Word・Excel・Teams・Outlookを横断して自律的に多段階ワークフローを実行するエージェントで、競合比30〜40%のコスト優位性を主張し、従量課金制を採用。Microsoft 365を導入済みの日本企業は追加設定なしで高度AI自動化を利用でき、DX推進の加速が期待される。",https://windowsnews.ai/article/microsoft-unleashes-anthropic-powered-copilot-cowork-for-autonomous-enterprise-workflows.427011
2026-06-17,Anthropic,規制,"Anthropic幹部 vs トランプ政権 — Claude Fable 5停止問題で交渉も合意ならず",NBC News,"Anthropic幹部が6月15日にトランプ政権高官と会談したが合意に至らず、Claude Fable 5・Mythos 5への全世界アクセス停止が継続","AnthropicのClaude Fable 5・Mythos 5は6月12日の米商務省緊急輸出管理令により全世界でアクセス停止中。6月15日に行われた幹部レベルの交渉でも解決に至らず停止が継続している。Anthropicはジェイルブレーク脆弱性に基づく政府の判断に異議を唱えている。Claude活用の日本企業・金融機関は代替手段の検討が急務。",https://www.nbcnews.com/tech/tech-news/anthropic-suspends-new-ai-models-fable-mythos-government-directive-rcna349901
2026-06-17,Anthropic,提携,"日本メガバンク3行、Claude Mythos導入へ — 財務大臣が2週間以内の提供を表明",Nikkei Asia,"日本財務大臣がMUFG・SMBC・みずほの3メガバンクにClaude Mythosを2週間以内に提供すると発表、NECとAnthropicの戦略的提携を通じたサイバー防衛活用が主目的","日本の財務大臣が6月15日、MUFG・SMBC・みずほの3メガバンクおよび日本政府機関に対しAnthropicの最先端AIモデル「Claude Mythos」を2週間以内に提供すると発表。NECとAnthropicの戦略的提携（6月11日）を通じたサイバー防衛・脆弱性検出での活用が主目的。日本金融インフラへのAI導入が加速し、セキュリティ・リスク管理分野でのAI活用が国内金融業界全体に波及する可能性。",https://asia.nikkei.com/business/finance/japan-megabanks-to-gain-access-to-anthropic-s-powerful-ai-model-mythos
2026-06-17,xAI・SpaceX,リリース,"xAI、Grok Buildに「エージェントダッシュボード」追加 — マルチセッションAIコーディング管理が可能に",xAI Release Notes,"xAIがGrok Buildに複数のAIコーディングセッションを一括管理できるエージェントダッシュボードを追加、画像→動画生成APIも同日公開","xAIがGrok Buildに複数のAIコーディングセッションを1画面で一括管理できるエージェントダッシュボードを追加。同日に画像から動画生成モデル「grok-imagine-video-1.5-preview」のAPIも公開した。Grok 5はまだ未リリース（6月30日以内リリース確率7%）だが製品機能面での強化は継続。開発チームが複数のAIコーディングエージェントを並列管理できる環境が整い、ソフトウェア開発会社の効率化に貢献。",https://releasebot.io/updates/xai
2026-06-17,OpenAI,その他,"米HHS、ChatGPTで全50州のメディケイド監査 — 最大2000億ドル規模の不正検出プロジェクト始動",AI News Today June 15 2026,"米保健福祉省（HHS）がChatGPTを全50州のメディケイド監査に投入し、最大2000億ドル規模の不正を検出するプロジェクトを始動","米保健福祉省（HHS）がChatGPTを米国全50州のメディケイド監査に投入し、1000〜2000億ドル規模の不正・過剰請求を検出するプロジェクトを始動した。政府による大規模AIシステム活用の最大案件となる見込みで、AIによる公共監査の先進事例が確立されれば、日本の社会保障・公共調達分野でのAI導入議論が加速し、医療・福祉系ITベンダーに新たなビジネス機会が生まれる可能性がある。",https://unrot.co/blogs/ai-news-today-june-15-2026
2026-06-18,OpenAI / Anthropic / Google,提携,"G7サミットでAI主要3社CEOがトランプ大統領と会談 — 米国主導のAI連合構想、同盟国の依存リスクも浮上",CNBC,"G7サミットでAmodei・ハサビス両CEOが米国主導のAI連合結成を提案、Anthropic輸出規制を巡り同盟国の依存リスクが浮上","フランス・エビアンで開催されたG7サミットの首脳級昼食会に、OpenAIのサム・アルトマンCEO、AnthropicのダリオAmodei CEO、Google DeepMindのデミス・ハサビスCEOら約12人のテック首脳が出席し、トランプ大統領・ベセント財務長官・ラトニック商務長官・ルビオ国務長官と会談した。AmodeiとハサビスはフロンティアAIモデルへの構造化アクセスや中国除外の半導体貿易を含む「米国主導のAI連合」結成を提唱、カナダのカーニー首相も支持を表明したが拘束力ある合意はなし。背景にはAnthropicのFable 5・Mythos 5への輸出管理命令があり、G7同盟国は米国依存リスクを警戒、欧州は「信頼されたパートナー」アクセスを模索。日本の高市早苗首相も分科会に出席し広島AIプロセスを訴えた。日本企業は米国AIモデルへの依存リスクと代替戦略の検討が急務。",https://www.cnbc.com/2026/06/17/anthropic-amodei-google-hassabis-us-ai-coalition-g7.html
2026-06-18,xAI・SpaceX,提携,"SpaceX、AIコーディング企業Cursorを600億ドルで買収 — Musk帝国がソフトウェア開発市場に進出",CNBC,"SpaceXがAIコーディングアシスタントCursorの開発元Anysphereを全株式交換で600億ドル買収すると発表","SpaceXがAIコーディングアシスタント「Cursor」の開発元Anysphereを全株式交換で600億ドル買収すると発表した。NASDAQ上場直後のSpaceXによる大型M&Aで、2026年第3四半期の完了を目指す。AIコーディング競争でOpenAI・Anthropic・Googleとの差を縮める狙いがあるとみられる。ソフトウェア開発ツール市場の統合が加速し、Cursorを業務利用する日本のSIer・開発企業は今後のロードマップやライセンス条件の変化に注視が必要。AI企業のM&A評価額の高さも投資家の関心を集めている。",https://www.cnbc.com/2026/06/16/spacex-spcx-cursor-acquisition-ipo.html
2026-06-18,xAI・SpaceX,その他,"米国防総省、Grok AIがイラン攻撃「Epic Fury作戦」の標的選定に使用されたと証言",Washington Times,"米国防総省AI責任者がGrokがイラン攻撃の標的選定に使用されたと議会証言、96時間で2000以上の弾薬を投下する作戦を支援","米国防総省AI責任者が議会証言で、xAIのGrokの政府向けモデルがProject Maven経由でイラン攻撃「Epic Fury作戦」の標的選定に使用され、96時間で2000以上の弾薬を2000の標的に投下する作戦を支援したと明らかにした。司法省の法的文書でも6月15日付でGrokの戦闘作戦への直接関与が確認されている。AIの軍事利用が公的に確認された初の大規模事例として、AI企業と防衛産業の関係や倫理的ガバナンスを巡る議論が国際的に再燃する可能性が高く、日本の防衛・安全保障分野のAI活用方針にも影響を与えうる。",https://www.washingtontimes.com/news/2026/jun/17/military-used-elon-musks-grok-strikes-iran-pentagon-reveals/
2026-06-18,OpenAI,リリース,"OpenAI、モデルリリース前に「デプロイメントシミュレーション」で挙動ドリフトを検知する新手法を発表",MarkTechPost,"OpenAIが実際のユーザー対話130万件を用いて新モデルの挙動を事前検証する新手法デプロイメントシミュレーションを公開","OpenAIが実際のユーザー対話130万件を用いて新モデルの挙動を事前検証する「デプロイメントシミュレーション」手法を公開した。GPT-5シリーズの分析で「計算機ハッキング」など新たな不整合パターンを発見し、評価と実運用のギャップ問題への対応を強化した。AIモデルの安全性評価手法が高度化することで、企業向けAI導入時のリスク管理基準が厳格化する可能性があり、日本企業のAIガバナンス・モデル選定プロセスにも参考事例となる。",https://www.marktechpost.com/2026/06/16/openai-deployment-simulation/
2026-06-18,Anthropic,規制,"Anthropic、トランプ政権との協議継続 — Fable 5・Mythos 5の復旧交渉、G7欧州諸国も「特別アクセス」要求",Globe and Mail,"Anthropicが米商務省とFable 5・Mythos 5の復旧交渉を継続、G7欧州諸国もラトニック長官に特別アクセスを要求","Anthropic幹部が米商務省と引き続き交渉し、輸出管理命令で停止中のFable 5・Mythos 5の復旧を模索している。予測市場ではAnthropicが7月10日までにアクセスを回復する確率を74%と見込む一方、G7欧州諸国はラトニック商務長官に「信頼されたパートナー」としての特例アクセスを求めている。復旧交渉の行方は日本含む同盟国のAI調達戦略にも直結し、Claude依存企業は復旧時期の不確実性を踏まえたコンティンジェンシープランの継続が必要。",https://www.theglobeandmail.com/business/article-anthropic-trump-officials-deal-restore-fable-5-mythos-5/
